frequency,usertype,spend,eatin,clean,variety,quality,location,speed,healthy,price,friendly,hours,type,live,mealplan,gender,class,college,bclean,bvariety,bquality,blocation,bspeed,bhealthy,bprice,bfriendly,bhours,id
1 to 2 times,Light user,$10 or more,4,5,3,4,4,3,3,5,5,2,Mexican,Commuter,No,Female,Junior,EDUC,1,0,1,1,0,0,1,1,0,153
0 times,Non-user,Less than $5,7,2,3,4,4,3,2,5,3,4,Mexican,Off-Campus,No,Female,Senior,EDUC,0,0,1,1,0,0,1,0,1,154
1 to 2 times,Light user,$10 or more,3,4,4,5,5,3,3,4,4,3,Burgers,Off-Campus,No,Female,Senior,ARTSC,1,1,1,1,0,0,1,1,0,155
0 times,Non-user,$5 to $9,7,5,3,5,4,4,3,3,4,4,Mexican,On-Campus,Yes,Female,Sophomore,ARTSC,1,0,1,1,1,0,0,1,1,156
1 to 2 times,Light user,$5 to $9,7,5,5,5,5,5,4,5,5,5,Mexican,Off-Campus,No,Female,Senior,OTH,1,1,1,1,1,1,1,1,1,157
3 to 5 times,Heavy User,$10 or more,7,3,3,3,4,4,3,3,4,4,Mexican,Off-Campus,No,Male,Junior,EDUC,0,0,0,1,1,0,0,1,1,158
1 to 2 times,Light user,$5 to $9,7,4,3,5,4,4,2,5,3,5,Mexican,Off-Campus,No,Female,Senior,EDUC,1,0,1,1,1,0,1,0,1,159
1 to 2 times,Light user,$5 to $9,7,3,2,4,3,4,1,2,3,2,Mexican,Off-Campus,No,Male,Junior,EDUC,0,0,1,0,1,0,0,0,0,160
1 to 2 times,Light user,$5 to $9,5,4,2,4,3,5,5,3,2,3,Mexican,On-Campus,Yes,Female,Sophomore,OTH,1,0,1,0,1,1,0,0,0,161
1 to 2 times,Light user,$10 or more,7,4,5,5,4,3,4,5,3,3,Mexican,Off-Campus,No,Female,Senior,ARTSC,1,1,1,1,0,1,1,0,0,162
0 times,Non-user,$5 to $9,7,4,2,,3,2,5,3,2,3,Other,Off-Campus,No,Female,Junior,ARTSC,1,0,,0,0,1,0,0,0,163
1 to 2 times,Light user,$5 to $9,4,5,4,5,3,4,5,4,3,3,Mexican,Off-Campus,No,Female,Senior,OTH,1,1,1,0,1,1,1,0,0,164
0 times,Non-user,$5 to $9,4,4,4,4,4,4,3,5,4,4,Mexican,Off-Campus,No,Female,Senior,EDUC,1,1,1,1,1,0,1,1,1,165
1 to 2 times,Light user,$5 to $9,5,3,2,4,3,4,1,4,3,3,Burgers,Off-Campus,No,Female,Junior,EDUC,0,0,1,0,1,0,1,0,0,166
1 to 2 times,Light user,$5 to $9,3,4,4,3,4,4,4,3,4,3,Mexican,On-Campus,Yes,Female,Senior,ARTSC,1,1,0,1,1,1,0,1,0,167
0 times,Non-user,$5 to $9,7,3,2,4,2,4,3,4,2,4,Mexican,Off-Campus,No,Female,Sophomore,OTH,0,0,1,0,1,0,1,0,1,168
1 to 2 times,Light user,$10 or more,4,4,4,5,4,4,4,4,5,4,Mexican,On-Campus,Yes,Female,Senior,EDUC,1,1,1,1,1,1,1,1,1,169
3 to 5 times,Heavy User,$10 or more,6,5,2,3,4,2,3,5,3,5,Burgers,Off-Campus,No,Male,Senior,ARTSC,1,0,0,1,0,0,1,0,1,170
3 to 5 times,Heavy User,Less than $5,7,3,3,3,4,3,1,4,3,2,Mexican,Commuter,No,Male,Senior,BUSN,0,0,0,1,0,0,1,0,0,171
1 to 2 times,Light user,$5 to $9,1,4,5,5,5,5,4,5,3,5,Mexican,On-Campus,Yes,Male,Freshman,OTH,1,1,1,1,1,1,1,0,1,172
1 to 2 times,Light user,$5 to $9,6,5,1,3,4,4,3,5,3,5,Mexican,Off-Campus,No,Female,Senior,ARTSC,1,0,0,1,1,0,1,0,1,173
1 to 2 times,Light user,$5 to $9,4,5,3,5,4,5,4,4,3,3,Mexican,On-Campus,Yes,Male,Senior,BUSN,1,0,1,1,1,1,1,0,0,174
1 to 2 times,Light user,$5 to $9,7,4,2,3,3,3,2,4,2,4,Mexican,On-Campus,Yes,Female,Sophomore,ARTSC,1,0,0,0,0,0,1,0,1,175
3 to 5 times,Heavy User,$5 to $9,4,5,4,4,2,5,3,4,4,4,Mexican,Off-Campus,No,Female,Senior,BUSN,1,1,1,0,1,0,1,1,1,176
1 to 2 times,Light user,$5 to $9,2,4,2,5,5,4,5,5,5,4,Mexican,On-Campus,Yes,Female,Sophomore,OTH,1,0,1,1,1,1,1,1,1,177
1 to 2 times,Light user,$5 to $9,7,5,4,5,5,4,4,5,5,3,Mexican,On-Campus,Yes,Female,Junior,EDUC,1,1,1,1,1,1,1,1,0,178
1 to 2 times,Light user,$5 to $9,2,5,4,4,4,3,5,3,5,4,Mexican,Off-Campus,No,Female,Junior,OTH,1,1,1,1,0,1,0,1,1,179
0 times,Non-user,Less than $5,6,4,4,4,3,4,4,4,4,4,Mexican,On-Campus,Yes,Female,Sophomore,EDUC,1,1,1,0,1,1,1,1,1,180
1 to 2 times,Light user,$5 to $9,4,3,3,4,4,3,2,4,1,2,Mexican,On-Campus,Yes,Female,Sophomore,EDUC,0,0,1,1,0,0,1,0,0,181
1 to 2 times,Light user,$5 to $9,1,4,3,4,3,3,3,3,4,1,Mexican,Commuter,No,Female,Senior,BUSN,1,0,1,0,0,0,0,1,0,182
3 to 5 times,Heavy User,$10 or more,4,5,4,5,4,5,4,5,4,5,Burgers,Off-Campus,No,Female,Senior,EDUC,1,1,1,1,1,1,1,1,1,183
3 to 5 times,Heavy User,Less than $5,3,2,3,2,5,2,1,5,1,3,Mexican,Off-Campus,No,Male,Senior,BUSN,0,0,0,1,0,0,1,0,0,184
1 to 2 times,Light user,$10 or more,6,4,3,3,2,4,1,5,3,4,Mexican,On-Campus,Yes,Male,Sophomore,EDUC,1,0,0,0,1,0,1,0,1,185
1 to 2 times,Light user,Less than $5,7,4,3,3,4,4,3,4,4,4,Other,Off-Campus,No,Female,Junior,BUSN,1,0,0,1,1,0,1,1,1,186
0 times,Non-user,$5 to $9,1,5,5,5,5,5,5,5,4,5,Mexican,On-Campus,Yes,Female,Sophomore,BUSN,1,1,1,1,1,1,1,1,1,187
1 to 2 times,Light user,$10 or more,1,3,2,5,3,5,5,5,4,4,Mexican,On-Campus,Yes,Female,Sophomore,ARTSC,0,0,1,0,1,1,1,1,1,188
0 times,Non-user,Less than $5,7,5,2,4,3,4,5,5,2,1,Mexican,Off-Campus,No,Female,Senior,EDUC,1,0,1,0,1,1,1,0,0,189
1 to 2 times,Light user,$5 to $9,6,5,5,5,3,3,5,5,3,4,Mexican,On-Campus,Yes,Female,Sophomore,OTH,1,1,1,0,0,1,1,0,1,190
3 to 5 times,Heavy User,$5 to $9,7,5,1,5,5,2,1,4,5,4,Mexican,Off-Campus,No,Male,Junior,BUSN,1,0,1,1,0,0,1,1,1,191
1 to 2 times,Light user,$5 to $9,7,3,1,4,1,4,1,4,1,2,Mexican,On-Campus,Yes,Female,Sophomore,OTH,0,0,1,0,1,0,1,0,0,192
0 times,Non-user,$5 to $9,4,4,3,5,4,4,2,5,3,4,Burgers,On-Campus,Yes,Female,Sophomore,EDUC,1,0,1,1,1,0,1,0,1,193
6 to 9 times,Heavy User,$10 or more,4,3,3,3,5,3,1,4,5,4,Mexican,On-Campus,Yes,Female,Sophomore,OTH,0,0,0,1,0,0,1,1,1,194
3 to 5 times,Heavy User,$10 or more,3,3,3,3,5,3,2,4,2,4,Mexican,On-Campus,Yes,Female,Sophomore,OTH,0,0,0,1,0,0,1,0,1,195
0 times,Non-user,Less than $5,3,5,5,5,5,3,4,4,3,3,Mexican,On-Campus,Yes,Female,Sophomore,EDUC,1,1,1,1,0,1,1,0,0,196
1 to 2 times,Light user,$5 to $9,7,5,5,5,5,4,5,5,5,5,Mexican,On-Campus,Yes,Female,Sophomore,OTH,1,1,1,1,1,1,1,1,1,197
1 to 2 times,Light user,Less than $5,2,3,3,4,5,5,2,5,3,4,Mexican,On-Campus,Yes,Female,Senior,EDUC,0,0,1,1,1,0,1,0,1,198
0 times,Non-user,$5 to $9,5,3,2,4,3,4,4,4,3,4,Mexican,On-Campus,Yes,Female,Junior,OTH,0,0,1,0,1,1,1,0,1,199
3 to 5 times,Heavy User,$5 to $9,6,5,4,3,4,4,2,4,5,2,Burgers,Off-Campus,No,Female,Senior,BUSN,1,1,0,1,1,0,1,1,0,200
0 times,Non-user,$5 to $9,2,5,3,5,4,4,4,5,4,4,Burgers,On-Campus,Yes,Male,Junior,EDUC,1,0,1,1,1,1,1,1,1,201
1 to 2 times,Light user,$5 to $9,7,2,3,2,3,5,1,5,1,5,Mexican,On-Campus,Yes,Female,Freshman,OTH,0,0,0,0,1,0,1,0,1,202
1 to 2 times,Light user,$5 to $9,1,4,3,3,3,3,2,5,4,4,Burgers,Commuter,No,Female,Junior,EDUC,1,0,0,0,0,0,1,1,1,203
,,,,4,5,4,5,4,4,4,3,4,Mexican,Commuter,No,Female,Senior,EDUC,1,1,1,1,1,1,1,0,1,204
1 to 2 times,Light user,$10 or more,1,5,4,5,4,4,3,4,4,3,Burgers,Commuter,No,Female,Sophomore,OTH,1,1,1,1,1,0,1,1,0,205
0 times,Non-user,$5 to $9,1,5,5,5,3,3,5,3,4,2,Mexican,On-Campus,Yes,Female,Sophomore,ARTSC,1,1,1,0,0,1,0,1,0,206
1 to 2 times,Light user,$5 to $9,1,3,4,4,4,3,2,4,2,3,Mexican,On-Campus,Yes,Male,Sophomore,OTH,0,1,1,1,0,0,1,0,0,207
10 or more times,Heavy User,$10 or more,4,5,5,5,5,5,4,3,5,5,Mexican,Commuter,Yes,Female,Sophomore,BUSN,1,1,1,1,1,1,0,1,1,208
1 to 2 times,Light user,$5 to $9,2,3,3,5,5,3,5,5,4,3,Other,On-Campus,Yes,Female,Junior,OTH,0,0,1,1,0,1,1,1,0,209
0 times,Non-user,$5 to $9,4,4,3,3,4,3,2,4,1,3,Mexican,On-Campus,Yes,Female,Junior,ARTSC,1,0,0,1,0,0,1,0,0,210
3 to 5 times,Heavy User,Less than $5,1,2,3,3,5,5,3,5,4,,Other,Off-Campus,No,Female,Senior,ARTSC,0,0,0,1,1,0,1,1,,211
3 to 5 times,Heavy User,$5 to $9,2,3,4,3,4,3,2,5,3,3,Burgers,On-Campus,Yes,Female,Sophomore,ARTSC,0,1,0,1,0,0,1,0,0,212
1 to 2 times,Light user,$10 or more,4,5,5,5,5,5,4,5,5,4,Mexican,On-Campus,Yes,Female,Freshman,ARTSC,1,1,1,1,1,1,1,1,1,213
3 to 5 times,Heavy User,$5 to $9,1,2,5,4,3,3,2,4,4,3,Burgers,Commuter,No,Female,Senior,OTH,0,1,1,0,0,0,1,1,0,214
1 to 2 times,Light user,$5 to $9,2,4,3,4,4,4,3,4,4,3,Burgers,On-Campus,Yes,Male,Junior,BUSN,1,0,1,1,1,0,1,1,0,215
3 to 5 times,Heavy User,$10 or more,7,4,4,3,4,3,1,4,3,3,Burgers,On-Campus,Yes,Female,Junior,EDUC,1,1,0,1,0,0,1,0,0,216
0 times,Non-user,Less than $5,5,2,3,4,4,3,4,5,1,4,Mexican,On-Campus,Yes,Female,Junior,EDUC,0,0,1,1,0,1,1,0,1,217
3 to 5 times,Heavy User,$10 or more,6,5,4,5,2,3,4,4,5,4,Mexican,Off-Campus,No,Female,Senior,EDUC,1,1,1,0,0,1,1,1,1,218
1 to 2 times,Light user,$5 to $9,7,5,2,4,5,5,3,4,3,5,Mexican,Off-Campus,No,Female,Senior,ARTSC,1,0,1,1,1,0,1,0,1,219
0 times,Non-user,Less than $5,7,4,2,3,4,2,5,2,4,3,Mexican,On-Campus,Yes,Female,Sophomore,OTH,1,0,0,1,0,1,0,1,0,220
0 times,Non-user,Less than $5,7,5,5,5,5,5,5,5,4,5,Mexican,Off-Campus,No,Female,Senior,OTH,1,1,1,1,1,1,1,1,1,221
1 to 2 times,Light user,$5 to $9,5,3,3,4,3,4,4,4,3,4,Mexican,Off-Campus,No,Female,Senior,BUSN,0,0,1,0,1,1,1,0,1,222
1 to 2 times,Light user,$5 to $9,1,4,4,5,3,3,4,4,3,3,Mexican,On-Campus,Yes,Female,Junior,OTH,1,1,1,0,0,1,1,0,0,223
1 to 2 times,Light user,Less than $5,3,3,2,4,3,3,2,4,3,3,Burgers,On-Campus,Yes,Female,Sophomore,ARTSC,0,0,1,0,0,0,1,0,0,224
3 to 5 times,Heavy User,$5 to $9,4,4,4,4,4,5,1,3,1,5,Mexican,Off-Campus,No,Female,Junior,ARTSC,1,1,1,1,1,0,0,0,1,225
3 to 5 times,Heavy User,Less than $5,7,3,5,4,4,2,1,5,1,4,Mexican,Off-Campus,No,Male,Senior,ARTSC,0,1,1,1,0,0,1,0,1,226
1 to 2 times,Light user,$5 to $9,3,4,2,4,3,4,2,4,4,3,Mexican,On-Campus,Yes,Male,Sophomore,EDUC,1,0,1,0,1,0,1,1,0,227
3 to 5 times,Heavy User,$5 to $9,6,5,3,4,1,4,4,3,3,4,Mexican,On-Campus,Yes,Female,Senior,ARTSC,1,0,1,0,1,1,0,0,1,228
1 to 2 times,Light user,$5 to $9,4,3,3,3,5,4,3,4,3,4,Mexican,On-Campus,Yes,Female,Junior,ARTSC,0,0,0,1,1,0,1,0,1,229
1 to 2 times,Light user,$5 to $9,4,5,3,5,4,4,3,4,2,2,Mexican,Off-Campus,No,Female,Junior,OTH,1,0,1,1,1,0,1,0,0,230
0 times,Non-user,Less than $5,6,4,4,4,4,4,1,4,4,4,Burgers,On-Campus,Yes,Female,Junior,ARTSC,1,1,1,1,1,0,1,1,1,231
1 to 2 times,Light user,Less than $5,6,3,2,3,4,4,1,4,2,3,Burgers,Off-Campus,No,Male,Senior,BUSN,0,0,0,1,1,0,1,0,0,232
0 times,Non-user,$5 to $9,4,4,4,5,4,4,4,4,3,4,Mexican,On-Campus,Yes,Female,Sophomore,EDUC,1,1,1,1,1,1,1,0,1,233
3 to 5 times,Heavy User,$5 to $9,4,5,4,5,5,4,4,4,5,4,Mexican,Off-Campus,No,Female,Senior,EDUC,1,1,1,1,1,1,1,1,1,234
3 to 5 times,Heavy User,$10 or more,6,4,3,4,4,4,4,5,3,3,Mexican,Off-Campus,No,Female,Senior,OTH,1,0,1,1,1,1,1,0,0,235
1 to 2 times,Light user,$5 to $9,2,4,2,4,3,3,1,4,3,3,Burgers,On-Campus,Yes,Male,Junior,ARTSC,1,0,1,0,0,0,1,0,0,236
1 to 2 times,Light user,$5 to $9,4,5,5,5,5,5,5,5,3,5,Mexican,Off-Campus,No,Male,Junior,OTH,1,1,1,1,1,1,1,0,1,237
1 to 2 times,Light user,$5 to $9,5,3,3,4,3,3,2,3,4,4,Burgers,Commuter,Yes,Male,Junior,EDUC,0,0,1,0,0,0,0,1,1,238
1 to 2 times,Light user,$10 or more,4,5,2,5,3,5,2,4,5,4,Mexican,On-Campus,Yes,Female,Junior,EDUC,1,0,1,0,1,0,1,1,1,239
0 times,Non-user,$5 to $9,1,5,5,2,5,2,1,5,1,2,Burgers,Off-Campus,No,Female,Sophomore,ARTSC,1,1,0,1,0,0,1,0,0,240
1 to 2 times,Light user,$5 to $9,5,4,4,4,4,4,2,4,3,4,Mexican,On-Campus,Yes,Female,Sophomore,BUSN,1,1,1,1,1,0,1,0,1,241
0 times,Non-user,Less than $5,3,4,4,5,3,2,5,3,2,1,Other,Off-Campus,No,Female,Senior,OTH,1,1,1,0,0,1,0,0,0,242
3 to 5 times,Heavy User,$10 or more,7,2,3,2,2,2,2,2,3,2,Mexican,Off-Campus,No,Female,Senior,EDUC,0,0,0,0,0,0,0,0,0,243
0 times,Non-user,$10 or more,3,4,4,4,4,3,2,4,2,4,Mexican,On-Campus,Yes,Female,Sophomore,OTH,1,1,1,1,0,0,1,0,1,244
1 to 2 times,Light user,$5 to $9,6,5,4,5,2,3,3,4,3,2,Other,Off-Campus,No,Female,Senior,EDUC,1,1,1,0,0,0,1,0,0,245
1 to 2 times,Light user,$5 to $9,6,3,4,4,5,5,3,5,2,4,Mexican,Off-Campus,No,Female,Senior,EDUC,0,1,1,1,1,0,1,0,1,246
1 to 2 times,Light user,$5 to $9,6,4,4,5,2,4,4,4,4,3,Burgers,On-Campus,Yes,Female,Junior,ARTSC,1,1,1,0,1,1,1,1,0,247
3 to 5 times,Heavy User,$5 to $9,4,3,2,4,3,4,3,4,3,3,Mexican,Off-Campus,No,Female,Senior,OTH,0,0,1,0,1,0,1,0,0,248
3 to 5 times,Heavy User,$5 to $9,2,4,3,4,4,3,3,4,3,3,Mexican,Off-Campus,No,Female,Senior,OTH,1,0,1,1,0,0,1,0,0,249
0 times,Non-user,$5 to $9,5,4,2,4,3,3,2,5,3,2,Mexican,On-Campus,Yes,Male,Junior,EDUC,1,0,1,0,0,0,1,0,0,250
1 to 2 times,Light user,$5 to $9,2,4,3,4,3,3,4,3,4,4,Mexican,Commuter,No,Male,Senior,ARTSC,1,0,1,0,0,1,0,1,1,251
0 times,Non-user,$10 or more,1,5,4,5,5,4,5,4,5,4,Mexican,On-Campus,Yes,Female,Sophomore,OTH,1,1,1,1,1,1,1,1,1,252
1 to 2 times,Light user,Less than $5,5,3,4,4,3,3,3,5,2,3,Mexican,Off-Campus,No,Female,Senior,ARTSC,0,1,1,0,0,0,1,0,0,253
1 to 2 times,Light user,$5 to $9,4,3,2,2,3,4,2,5,2,4,Mexican,Off-Campus,No,Male,Junior,BUSN,0,0,0,0,1,0,1,0,1,254
0 times,Non-user,$5 to $9,1,4,3,4,4,4,2,4,4,4,Mexican,Commuter,No,Female,Senior,OTH,1,0,1,1,1,0,1,1,1,255
1 to 2 times,Light user,$5 to $9,3,3,4,5,3,3,3,5,3,4,Mexican,On-Campus,Yes,Male,Junior,BUSN,0,1,1,0,0,0,1,0,1,256
3 to 5 times,Heavy User,$10 or more,1,4,2,4,5,4,3,5,3,3,Mexican,On-Campus,Yes,Female,Sophomore,BUSN,1,0,1,1,1,0,1,0,0,257
3 to 5 times,Heavy User,$10 or more,4,3,2,3,3,4,2,3,5,1,Burgers,Off-Campus,No,Male,Junior,ARTSC,0,0,0,0,1,0,0,1,0,258
1 to 2 times,Light user,$5 to $9,6,4,3,4,4,4,3,5,3,4,Mexican,Off-Campus,No,Female,Senior,EDUC,1,0,1,1,1,0,1,0,1,259
1 to 2 times,Light user,Less than $5,7,5,5,5,5,5,4,5,4,5,Mexican,On-Campus,Yes,Female,Junior,EDUC,1,1,1,1,1,1,1,1,1,260
1 to 2 times,Light user,$5 to $9,1,5,3,4,4,3,4,4,5,3,Other,Commuter,No,Female,Junior,OTH,1,0,1,1,0,1,1,1,0,261
1 to 2 times,Light user,$5 to $9,6,4,4,4,4,4,3,5,3,5,Burgers,Off-Campus,No,Male,Junior,BUSN,1,1,1,1,1,0,1,0,1,262
1 to 2 times,Light user,$5 to $9,5,4,3,4,4,4,3,4,3,4,Mexican,On-Campus,Yes,Male,Senior,BUSN,1,0,1,1,1,0,1,0,1,263
3 to 5 times,Heavy User,$5 to $9,7,5,4,4,4,3,1,4,3,5,Burgers,Off-Campus,No,Male,Junior,ARTSC,1,1,1,1,0,0,1,0,1,264
3 to 5 times,Heavy User,$5 to $9,6,4,4,4,4,4,3,5,2,3,Mexican,Off-Campus,No,Female,Senior,BUSN,1,1,1,1,1,0,1,0,0,265
0 times,Non-user,Less than $5,4,5,4,5,5,4,5,3,3,5,Mexican,On-Campus,Yes,Female,Freshman,ARTSC,1,1,1,1,1,1,0,0,1,266
1 to 2 times,Light user,$5 to $9,6,4,2,5,5,5,3,2,2,3,Mexican,On-Campus,Yes,Female,Sophomore,ARTSC,1,0,1,1,1,0,0,0,0,267
0 times,Non-user,Less than $5,5,4,1,5,5,4,5,4,4,3,Mexican,On-Campus,Yes,Female,Junior,EDUC,1,0,1,1,1,1,1,1,0,268
0 times,Non-user,$5 to $9,4,3,1,3,3,2,1,4,5,1,Burgers,On-Campus,Yes,Male,Freshman,ARTSC,0,0,0,0,0,0,1,1,0,269
1 to 2 times,Light user,$5 to $9,4,5,3,4,3,3,5,2,3,3,Mexican,Off-Campus,No,Female,Senior,ARTSC,1,0,1,0,0,1,0,0,0,270
1 to 2 times,Light user,$5 to $9,7,3,2,5,4,5,1,3,2,4,Mexican,On-Campus,Yes,Male,Senior,EDUC,0,0,1,1,1,0,0,0,1,271
1 to 2 times,Light user,$10 or more,4,3,3,4,4,2,2,3,1,4,Mexican,Off-Campus,No,Male,Senior,ARTSC,0,0,1,1,0,0,0,0,1,272
1 to 2 times,Light user,$10 or more,4,5,4,3,4,5,2,4,4,4,Burgers,On-Campus,Yes,Male,Junior,OTH,1,1,0,1,1,0,1,1,1,273
0 times,Non-user,Less than $5,6,4,2,3,5,4,2,4,2,5,Mexican,Off-Campus,No,Female,Senior,BUSN,1,0,0,1,1,0,1,0,1,274
1 to 2 times,Light user,$5 to $9,4,4,4,4,4,4,2,4,4,4,Other,On-Campus,Yes,Female,Sophomore,EDUC,1,1,1,1,1,0,1,1,1,275
1 to 2 times,Light user,$5 to $9,5,4,4,3,4,4,2,4,4,4,Burgers,Off-Campus,No,Female,Senior,BUSN,1,1,0,1,1,0,1,1,1,276
0 times,Non-user,$5 to $9,6,5,3,4,4,5,5,5,5,3,Mexican,Off-Campus,No,Female,Senior,ARTSC,1,0,1,1,1,1,1,1,0,277
1 to 2 times,Light user,$5 to $9,6,5,5,5,3,5,5,3,4,4,Mexican,On-Campus,Yes,Female,Junior,EDUC,1,1,1,0,1,1,0,1,1,278
1 to 2 times,Light user,$10 or more,2,3,4,3,2,4,4,4,3,3,Mexican,Off-Campus,No,Male,Senior,ARTSC,0,1,0,0,1,1,1,0,0,279
1 to 2 times,Light user,$5 to $9,4,4,3,4,4,3,4,4,4,4,Mexican,On-Campus,Yes,Female,Sophomore,BUSN,1,0,1,1,0,1,1,1,1,280
1 to 2 times,Light user,$10 or more,3,5,2,5,4,5,4,4,3,5,Mexican,Off-Campus,No,Female,Senior,EDUC,1,0,1,1,1,1,1,0,1,281
1 to 2 times,Light user,$5 to $9,6,3,2,3,3,4,2,5,3,4,Burgers,On-Campus,Yes,Male,Sophomore,OTH,0,0,0,0,1,0,1,0,1,282
1 to 2 times,Light user,$5 to $9,7,3,4,5,3,3,1,3,2,3,Mexican,On-Campus,Yes,Male,Junior,EDUC,0,1,1,0,0,0,0,0,0,283
3 to 5 times,Heavy User,Less than $5,2,5,4,4,4,3,1,5,3,2,Mexican,Commuter,No,Female,Sophomore,BUSN,1,1,1,1,0,0,1,0,0,284
6 to 9 times,Heavy User,$5 to $9,3,4,4,4,4,4,3,4,3,3,Mexican,Off-Campus,No,Female,Senior,OTH,1,1,1,1,1,0,1,0,0,285
1 to 2 times,Light user,$5 to $9,4,4,4,3,5,5,3,5,4,5,Mexican,On-Campus,Yes,Female,Sophomore,EDUC,1,1,0,1,1,0,1,1,1,286
3 to 5 times,Heavy User,$5 to $9,7,3,4,4,4,4,3,4,3,5,Mexican,Off-Campus,No,Female,Senior,ARTSC,0,1,1,1,1,0,1,0,1,287
3 to 5 times,Heavy User,$5 to $9,5,4,3,3,4,3,3,5,2,3,Mexican,On-Campus,Yes,Female,Junior,ARTSC,1,0,0,1,0,0,1,0,0,288
3 to 5 times,Heavy User,$5 to $9,2,5,5,5,3,3,3,4,5,3,Mexican,Off-Campus,No,Female,Senior,EDUC,1,1,1,0,0,0,1,1,0,289
1 to 2 times,Light user,$5 to $9,7,4,3,4,4,4,3,5,4,4,Mexican,Off-Campus,No,Female,Senior,BUSN,1,0,1,1,1,0,1,1,1,290
1 to 2 times,Light user,$5 to $9,4,4,3,4,4,5,3,5,4,3,Mexican,On-Campus,Yes,Female,Senior,ARTSC,1,0,1,1,1,0,1,1,0,291
1 to 2 times,Light user,$5 to $9,7,4,3,3,2,3,4,3,3,2,Other,Off-Campus,No,Female,Senior,EDUC,1,0,0,0,0,1,0,0,0,292
3 to 5 times,Heavy User,$10 or more,5,5,4,4,5,5,2,5,3,4,Mexican,Off-Campus,No,Female,Junior,EDUC,1,1,1,1,1,0,1,0,1,293
1 to 2 times,Light user,$5 to $9,6,4,2,3,2,4,2,3,3,2,Mexican,Off-Campus,No,Male,Senior,BUSN,1,0,0,0,1,0,0,0,0,294
1 to 2 times,Light user,Less than $5,7,4,3,5,4,5,2,5,4,3,Mexican,On-Campus,Yes,Female,Sophomore,OTH,1,0,1,1,1,0,1,1,0,295
0 times,Non-user,$10 or more,7,5,3,5,4,4,1,3,4,2,Burgers,On-Campus,Yes,Female,Junior,EDUC,1,0,1,1,1,0,0,1,0,296
3 to 5 times,Heavy User,$5 to $9,6,2,1,4,2,2,1,2,1,2,Mexican,On-Campus,Yes,Female,Senior,ARTSC,0,0,1,0,0,0,0,0,0,297
1 to 2 times,Light user,$5 to $9,6,3,3,3,3,2,2,4,2,2,Mexican,On-Campus,Yes,Female,Sophomore,OTH,0,0,0,0,0,0,1,0,0,298
1 to 2 times,Light user,Less than $5,3,5,3,5,4,3,3,4,4,3,Burgers,On-Campus,Yes,Female,Junior,BUSN,1,0,1,1,0,0,1,1,0,299
0 times,Non-user,$5 to $9,2,2,4,3,3,2,4,4,1,4,Mexican,On-Campus,Yes,Male,Sophomore,EDUC,0,1,0,0,0,1,1,0,1,300
1 to 2 times,Light user,Less than $5,6,4,4,5,2,4,3,4,4,3,Burgers,On-Campus,Yes,Female,Sophomore,BUSN,1,1,1,0,1,0,1,1,0,301
1 to 2 times,Light user,$5 to $9,2,3,2,4,3,4,3,3,4,5,Mexican,On-Campus,Yes,Female,Junior,ARTSC,0,0,1,0,1,0,0,1,1,302
1 to 2 times,Light user,$5 to $9,6,4,4,5,4,2,5,3,3,3,Other,Off-Campus,No,Female,Senior,BUSN,1,1,1,1,0,1,0,0,0,303
1 to 2 times,Light user,$5 to $9,4,5,3,5,3,4,3,2,3,4,Mexican,On-Campus,Yes,Male,Junior,EDUC,1,0,1,0,1,0,0,0,1,304
3 to 5 times,Heavy User,$10 or more,7,4,3,5,5,4,4,5,4,3,Mexican,Commuter,No,Female,Senior,ARTSC,1,0,1,1,1,1,1,1,0,305
3 to 5 times,Heavy User,Less than $5,6,4,4,4,4,3,2,5,3,4,Burgers,Off-Campus,No,Male,Senior,EDUC,1,1,1,1,0,0,1,0,1,306
