id,city,retailer,vol,price,store,loc,adv
7,HOUSTON,KROGER CO,6834,2.4811239,KROGER CO,HOUSTON,36.429691
11,DETROIT,KROGER CO,5505,2.7473209,KROGER CO,DETROIT,26.802931
16,DALLAS/FT. WORTH,KROGER CO,3201,2.9200251,KROGER CO,DALLAS/FT. WORTH,114.27092
27,ATLANTA,KROGER CO,4099,2.8931451,KROGER CO,ATLANTA,8.6103573
29,CINCINNATI,KROGER CO,5568,2.6869609,KROGER CO,CINCINNATI,27.402014
30,INDIANAPOLIS,KROGER CO,4134,2.665941,KROGER CO,INDIANAPOLIS,14.929144
41,NASHVILLE,KROGER CO,2669,2.8827281,KROGER CO,NASHVILLE,10.785745
60,LOUISVILLE,KROGER CO,2403,2.696629,KROGER CO,LOUISVILLE,9.2507553
65,"COLUMBUS,OH",KROGER CO,3352,2.6533411,KROGER CO,"COLUMBUS,OH",53.011688
87,ROANOKE (NEW),KROGER CO,4011,2.722513,KROGER CO,ROANOKE (NEW),20.222521
94,HOUSTON,KROGER CO,6847,2.4616621,KROGER CO,HOUSTON,125.50433
98,DETROIT,KROGER CO,4010,2.7466331,KROGER CO,DETROIT,80.313995
103,DALLAS/FT. WORTH,KROGER CO,3230,2.9195049,KROGER CO,DALLAS/FT. WORTH,33.85244
114,ATLANTA,KROGER CO,4651,2.968394,KROGER CO,ATLANTA,15.31469
116,CINCINNATI,KROGER CO,5091,2.653506,KROGER CO,CINCINNATI,27.97714
117,INDIANAPOLIS,KROGER CO,3524,2.662883,KROGER CO,INDIANAPOLIS,15.113009
128,NASHVILLE,KROGER CO,2439,2.8327179,KROGER CO,NASHVILLE,14.641219
147,LOUISVILLE,KROGER CO,3242,2.675509,KROGER CO,LOUISVILLE,29.997778
152,"COLUMBUS,OH",KROGER CO,11942,1.71998,KROGER CO,"COLUMBUS,OH",173.74023
174,ROANOKE (NEW),KROGER CO,4336,2.700876,KROGER CO,ROANOKE (NEW),20.055376
181,HOUSTON,KROGER CO,8010,2.44432,KROGER CO,HOUSTON,33.188801
185,DETROIT,KROGER CO,3945,2.7452469,KROGER CO,DETROIT,39.933632
190,DALLAS/FT. WORTH,KROGER CO,3082,2.919857,KROGER CO,DALLAS/FT. WORTH,65.512527
201,ATLANTA,KROGER CO,4090,2.9442539,KROGER CO,ATLANTA,11.11037
203,CINCINNATI,KROGER CO,5545,2.6532011,KROGER CO,CINCINNATI,16.634239
204,INDIANAPOLIS,KROGER CO,3378,2.678508,KROGER CO,INDIANAPOLIS,25.704828
215,NASHVILLE,KROGER CO,2413,2.807708,KROGER CO,NASHVILLE,13.615705
234,LOUISVILLE,KROGER CO,3120,2.680449,KROGER CO,LOUISVILLE,12.601428
239,"COLUMBUS,OH",KROGER CO,4572,2.653106,KROGER CO,"COLUMBUS,OH",6.4490695
261,ROANOKE (NEW),KROGER CO,3737,2.7698691,KROGER CO,ROANOKE (NEW),15.563722
268,HOUSTON,KROGER CO,13066,2.4428289,KROGER CO,HOUSTON,49.702038
272,DETROIT,KROGER CO,3630,2.811295,KROGER CO,DETROIT,15.053817
277,DALLAS/FT. WORTH,KROGER CO,3047,3.728585,KROGER CO,DALLAS/FT. WORTH,23.44099
288,ATLANTA,KROGER CO,8076,2.379148,KROGER CO,ATLANTA,47.554504
290,CINCINNATI,KROGER CO,6201,2.6532819,KROGER CO,CINCINNATI,201.29239
291,INDIANAPOLIS,KROGER CO,3882,2.6630599,KROGER CO,INDIANAPOLIS,36.578411
302,NASHVILLE,KROGER CO,2810,2.828826,KROGER CO,NASHVILLE,15.672844
321,LOUISVILLE,KROGER CO,3154,2.6908691,KROGER CO,LOUISVILLE,32.61562
326,"COLUMBUS,OH",KROGER CO,13588,1.999926,KROGER CO,"COLUMBUS,OH",15.299091
348,ROANOKE (NEW),KROGER CO,4433,2.8948791,KROGER CO,ROANOKE (NEW),8.5022964
355,HOUSTON,KROGER CO,10467,2.4363239,KROGER CO,HOUSTON,126.21069
359,DETROIT,KROGER CO,4386,2.749202,KROGER CO,DETROIT,11.319798
364,DALLAS/FT. WORTH,KROGER CO,2240,3.7334819,KROGER CO,DALLAS/FT. WORTH,6.5477729
375,ATLANTA,KROGER CO,9017,2.4088941,KROGER CO,ATLANTA,35.94746
377,CINCINNATI,KROGER CO,5546,2.8943379,KROGER CO,CINCINNATI,27.911695
378,INDIANAPOLIS,KROGER CO,3517,2.653398,KROGER CO,INDIANAPOLIS,7.6958585
389,NASHVILLE,KROGER CO,4272,2.1198499,KROGER CO,NASHVILLE,14.398064
408,LOUISVILLE,KROGER CO,3734,2.6815751,KROGER CO,LOUISVILLE,88.472206
413,"COLUMBUS,OH",KROGER CO,5153,2.6528239,KROGER CO,"COLUMBUS,OH",14.367627
435,ROANOKE (NEW),KROGER CO,5923,2.4539931,KROGER CO,ROANOKE (NEW),807.96295
442,HOUSTON,KROGER CO,8937,2.3821189,KROGER CO,HOUSTON,23.781555
446,DETROIT,KROGER CO,4574,2.686707,KROGER CO,DETROIT,12.553617
451,DALLAS/FT. WORTH,KROGER CO,2158,3.7298419,KROGER CO,DALLAS/FT. WORTH,6.65834
462,ATLANTA,KROGER CO,8984,2.3446131,KROGER CO,ATLANTA,19.279917
464,CINCINNATI,KROGER CO,5167,2.902458,KROGER CO,CINCINNATI,28.337967
465,INDIANAPOLIS,KROGER CO,3991,2.6537211,KROGER CO,INDIANAPOLIS,52.129616
476,NASHVILLE,KROGER CO,5121,2.1200941,KROGER CO,NASHVILLE,15.876468
495,LOUISVILLE,KROGER CO,4811,2.6900849,KROGER CO,LOUISVILLE,78.455429
500,"COLUMBUS,OH",KROGER CO,5131,2.6532841,KROGER CO,"COLUMBUS,OH",68.73201
522,ROANOKE (NEW),KROGER CO,5702,2.4596629,KROGER CO,ROANOKE (NEW),20.311172
529,HOUSTON,KROGER CO,13536,2.4223549,KROGER CO,HOUSTON,35.140015
533,DETROIT,KROGER CO,6389,2.449836,KROGER CO,DETROIT,212.97821
538,DALLAS/FT. WORTH,KROGER CO,7010,2.6534951,KROGER CO,DALLAS/FT. WORTH,32.56147
549,ATLANTA,KROGER CO,8395,2.376415,KROGER CO,ATLANTA,49.45676
551,CINCINNATI,KROGER CO,5610,2.3864529,KROGER CO,CINCINNATI,60.103119
552,INDIANAPOLIS,KROGER CO,3801,2.652986,KROGER CO,INDIANAPOLIS,8.7480755
563,NASHVILLE,KROGER CO,4815,2.1898229,KROGER CO,NASHVILLE,35.651382
582,LOUISVILLE,KROGER CO,3346,2.6930659,KROGER CO,LOUISVILLE,17.045017
587,"COLUMBUS,OH",KROGER CO,11903,1.98681,KROGER CO,"COLUMBUS,OH",85.741005
609,ROANOKE (NEW),KROGER CO,4843,2.4817259,KROGER CO,ROANOKE (NEW),29.066185
616,HOUSTON,KROGER CO,13675,2.439342,KROGER CO,HOUSTON,35.303135
620,DETROIT,KROGER CO,4861,2.485497,KROGER CO,DETROIT,16.622662
625,DALLAS/FT. WORTH,KROGER CO,4740,2.672152,KROGER CO,DALLAS/FT. WORTH,128.38039
636,ATLANTA,KROGER CO,7286,2.386632,KROGER CO,ATLANTA,54.188622
638,CINCINNATI,KROGER CO,5103,2.4211249,KROGER CO,CINCINNATI,21.943624
639,INDIANAPOLIS,KROGER CO,3219,2.6533079,KROGER CO,INDIANAPOLIS,13.576842
650,NASHVILLE,KROGER CO,4000,2.1199999,KROGER CO,NASHVILLE,38.348362
669,LOUISVILLE,KROGER CO,3445,2.684761,KROGER CO,LOUISVILLE,14.901062
674,"COLUMBUS,OH",KROGER CO,7112,2.653403,KROGER CO,"COLUMBUS,OH",21.92194
696,ROANOKE (NEW),KROGER CO,5640,2.4482269,KROGER CO,ROANOKE (NEW),32.600677
703,HOUSTON,KROGER CO,11749,2.474849,KROGER CO,HOUSTON,36.929367
707,DETROIT,KROGER CO,4198,2.738447,KROGER CO,DETROIT,18.880114
712,DALLAS/FT. WORTH,KROGER CO,3415,2.6532941,KROGER CO,DALLAS/FT. WORTH,18.603148
723,ATLANTA,KROGER CO,6438,2.3558559,KROGER CO,ATLANTA,43.285656
725,CINCINNATI,KROGER CO,4425,2.869379,KROGER CO,CINCINNATI,31.064774
726,INDIANAPOLIS,KROGER CO,3217,2.6530931,KROGER CO,INDIANAPOLIS,44.219906
737,NASHVILLE,KROGER CO,4142,2.2254951,KROGER CO,NASHVILLE,9.026535
756,LOUISVILLE,KROGER CO,4100,2.6885369,KROGER CO,LOUISVILLE,38.501022
761,"COLUMBUS,OH",KROGER CO,3733,3.0514331,KROGER CO,"COLUMBUS,OH",181.20721
783,ROANOKE (NEW),KROGER CO,5797,2.4297049,KROGER CO,ROANOKE (NEW),23.011898
790,HOUSTON,KROGER CO,11938,2.4705141,KROGER CO,HOUSTON,43.485874
794,DETROIT,KROGER CO,3561,2.701488,KROGER CO,DETROIT,11.087584
799,DALLAS/FT. WORTH,KROGER CO,2242,3.1208739,KROGER CO,DALLAS/FT. WORTH,13.681643
810,ATLANTA,KROGER CO,6672,2.4389989,KROGER CO,ATLANTA,41.804146
812,CINCINNATI,KROGER CO,3882,2.902885,KROGER CO,CINCINNATI,26.669706
813,INDIANAPOLIS,KROGER CO,3277,2.6533411,KROGER CO,INDIANAPOLIS,51.939518
824,NASHVILLE,KROGER CO,3414,2.653193,KROGER CO,NASHVILLE,18.866831
843,LOUISVILLE,KROGER CO,799,2.802253,KROGER CO,LOUISVILLE,9.1394548
848,"COLUMBUS,OH",KROGER CO,2299,3.053067,KROGER CO,"COLUMBUS,OH",6.507308
870,ROANOKE (NEW),KROGER CO,5299,2.4563129,KROGER CO,ROANOKE (NEW),10.634393
877,HOUSTON,KROGER CO,9016,2.4934559,KROGER CO,HOUSTON,27.460363
881,DETROIT,KROGER CO,4361,2.7193301,KROGER CO,DETROIT,21.409916
886,DALLAS/FT. WORTH,KROGER CO,1824,3.104167,KROGER CO,DALLAS/FT. WORTH,13.505447
897,ATLANTA,KROGER CO,6086,2.3790669,KROGER CO,ATLANTA,22.39418
899,CINCINNATI,KROGER CO,3915,2.909579,KROGER CO,CINCINNATI,15.637941
900,INDIANAPOLIS,KROGER CO,3839,2.6535561,KROGER CO,INDIANAPOLIS,33.612022
911,NASHVILLE,KROGER CO,3160,2.5670891,KROGER CO,NASHVILLE,10.647283
930,LOUISVILLE,KROGER CO,2018,2.685828,KROGER CO,LOUISVILLE,13.488564
935,"COLUMBUS,OH",KROGER CO,3378,3.0532861,KROGER CO,"COLUMBUS,OH",18.453558
957,ROANOKE (NEW),KROGER CO,4747,2.470613,KROGER CO,ROANOKE (NEW),32.429787
964,HOUSTON,KROGER CO,7165,2.4815071,KROGER CO,HOUSTON,98.137634
968,DETROIT,KROGER CO,4533,2.7361569,KROGER CO,DETROIT,65.644585
973,DALLAS/FT. WORTH,KROGER CO,2380,3.113445,KROGER CO,DALLAS/FT. WORTH,7.4028559
984,ATLANTA,KROGER CO,5834,2.4166951,KROGER CO,ATLANTA,306.53525
986,CINCINNATI,KROGER CO,4362,2.9188449,KROGER CO,CINCINNATI,21.448322
987,INDIANAPOLIS,KROGER CO,3642,2.653487,KROGER CO,INDIANAPOLIS,17.572353
998,NASHVILLE,KROGER CO,2923,2.581594,KROGER CO,NASHVILLE,7.1285653
1017,LOUISVILLE,KROGER CO,2515,2.6986079,KROGER CO,LOUISVILLE,12.449386
1022,"COLUMBUS,OH",KROGER CO,2958,3.4519949,KROGER CO,"COLUMBUS,OH",11.279135
1044,ROANOKE (NEW),KROGER CO,5377,2.4491351,KROGER CO,ROANOKE (NEW),43.394463
1051,HOUSTON,KROGER CO,7311,2.480782,KROGER CO,HOUSTON,46.673035
1055,DETROIT,KROGER CO,4439,2.7346251,KROGER CO,DETROIT,17.852468
1060,DALLAS/FT. WORTH,KROGER CO,2679,3.1530421,KROGER CO,DALLAS/FT. WORTH,27.904928
1072,ATLANTA,KROGER CO,3754,3.382525,KROGER CO,ATLANTA,31.519131
1074,CINCINNATI,KROGER CO,4639,2.90429,KROGER CO,CINCINNATI,17.736694
1075,INDIANAPOLIS,KROGER CO,3768,2.6533971,KROGER CO,INDIANAPOLIS,49.617512
1086,NASHVILLE,KROGER CO,2936,2.588896,KROGER CO,NASHVILLE,16.070961
1105,LOUISVILLE,KROGER CO,2576,2.7022519,KROGER CO,LOUISVILLE,19.873861
1110,"COLUMBUS,OH",KROGER CO,2389,3.399749,KROGER CO,"COLUMBUS,OH",19.217861
1132,ROANOKE (NEW),KROGER CO,4361,2.4558589,KROGER CO,ROANOKE (NEW),15.491823
1139,HOUSTON,KROGER CO,7553,2.4857669,KROGER CO,HOUSTON,113.04215
1143,DETROIT,KROGER CO,4530,2.7258279,KROGER CO,DETROIT,16.230751
1148,DALLAS/FT. WORTH,KROGER CO,2623,3.7296989,KROGER CO,DALLAS/FT. WORTH,9.5227985
1160,ATLANTA,KROGER CO,3749,3.1779139,KROGER CO,ATLANTA,15.383338
1162,CINCINNATI,KROGER CO,4257,3.01245,KROGER CO,CINCINNATI,34.120403
1163,INDIANAPOLIS,KROGER CO,3658,2.653362,KROGER CO,INDIANAPOLIS,133.52809
1174,NASHVILLE,KROGER CO,4561,1.999781,KROGER CO,NASHVILLE,30.632051
1193,LOUISVILLE,KROGER CO,2231,2.7171669,KROGER CO,LOUISVILLE,14.975541
1198,"COLUMBUS,OH",KROGER CO,10323,2.21331,KROGER CO,"COLUMBUS,OH",16.170065
1220,ROANOKE (NEW),KROGER CO,5319,2.4750891,KROGER CO,ROANOKE (NEW),11.586485
1227,HOUSTON,KROGER CO,7923,2.475199,KROGER CO,HOUSTON,53.544731
1231,DETROIT,KROGER CO,4370,2.7311211,KROGER CO,DETROIT,26.792345
1236,DALLAS/FT. WORTH,KROGER CO,1979,3.7311771,KROGER CO,DALLAS/FT. WORTH,17.931309
1248,ATLANTA,KROGER CO,4040,3.1500001,KROGER CO,ATLANTA,25.476215
1250,CINCINNATI,KROGER CO,4067,3.0081141,KROGER CO,CINCINNATI,43.63863
1251,INDIANAPOLIS,KROGER CO,3402,2.6528511,KROGER CO,INDIANAPOLIS,14.267484
1262,NASHVILLE,KROGER CO,4412,2.0475969,KROGER CO,NASHVILLE,23.062725
1281,LOUISVILLE,KROGER CO,1910,2.6910989,KROGER CO,LOUISVILLE,6.8333859
1286,"COLUMBUS,OH",KROGER CO,3771,3.1662691,KROGER CO,"COLUMBUS,OH",9.9575472
1308,ROANOKE (NEW),KROGER CO,4209,2.469708,KROGER CO,ROANOKE (NEW),13.622732
1315,HOUSTON,KROGER CO,9606,2.4868829,KROGER CO,HOUSTON,76.521454
1319,DETROIT,KROGER CO,5280,2.7143941,KROGER CO,DETROIT,10.539795
1324,DALLAS/FT. WORTH,KROGER CO,2588,2.6530139,KROGER CO,DALLAS/FT. WORTH,17.18479
1336,ATLANTA,KROGER CO,4126,3.1480851,KROGER CO,ATLANTA,9.053956
1338,CINCINNATI,KROGER CO,3910,3.028645,KROGER CO,CINCINNATI,9.0847921
1339,INDIANAPOLIS,KROGER CO,3732,2.6530011,KROGER CO,INDIANAPOLIS,22.01166
1350,NASHVILLE,KROGER CO,4557,2.012728,KROGER CO,NASHVILLE,60.924671
1369,LOUISVILLE,KROGER CO,2411,2.710079,KROGER CO,LOUISVILLE,18.844883
1374,"COLUMBUS,OH",KROGER CO,2318,3.186368,KROGER CO,"COLUMBUS,OH",13.982832
1396,ROANOKE (NEW),KROGER CO,4298,2.5030251,KROGER CO,ROANOKE (NEW),11.901618
1403,HOUSTON,KROGER CO,14127,2.4304521,KROGER CO,HOUSTON,34.684902
1407,DETROIT,KROGER CO,3998,2.7401199,KROGER CO,DETROIT,64.808289
1412,DALLAS/FT. WORTH,KROGER CO,2214,3.7357719,KROGER CO,DALLAS/FT. WORTH,15.297071
1424,ATLANTA,KROGER CO,4035,3.144486,KROGER CO,ATLANTA,43.29446
1426,CINCINNATI,KROGER CO,3387,3.052259,KROGER CO,CINCINNATI,20.346613
1427,INDIANAPOLIS,KROGER CO,3581,2.6534491,KROGER CO,INDIANAPOLIS,12.208182
1438,NASHVILLE,KROGER CO,2595,2.912909,KROGER CO,NASHVILLE,7.6098447
1457,LOUISVILLE,KROGER CO,2303,2.7234039,KROGER CO,LOUISVILLE,9.4435434
1462,"COLUMBUS,OH",KROGER CO,2149,3.1870639,KROGER CO,"COLUMBUS,OH",13.502435
1484,ROANOKE (NEW),KROGER CO,3461,2.4680729,KROGER CO,ROANOKE (NEW),16.045673
1491,HOUSTON,KROGER CO,12107,2.451144,KROGER CO,HOUSTON,58.812794
1495,DETROIT,KROGER CO,5144,2.715785,KROGER CO,DETROIT,48.722912
1500,DALLAS/FT. WORTH,KROGER CO,1519,3.7314019,KROGER CO,DALLAS/FT. WORTH,7.2934842
1512,ATLANTA,KROGER CO,3894,3.3780169,KROGER CO,ATLANTA,25.702377
1514,CINCINNATI,KROGER CO,4913,2.6531651,KROGER CO,CINCINNATI,12.561302
1515,INDIANAPOLIS,KROGER CO,2998,2.653769,KROGER CO,INDIANAPOLIS,29.976736
1526,NASHVILLE,KROGER CO,2447,2.8279531,KROGER CO,NASHVILLE,23.441715
1545,LOUISVILLE,KROGER CO,2538,2.688731,KROGER CO,LOUISVILLE,13.465361
1550,"COLUMBUS,OH",KROGER CO,3731,2.9198611,KROGER CO,"COLUMBUS,OH",48.903393
1572,ROANOKE (NEW),KROGER CO,4320,2.4729171,KROGER CO,ROANOKE (NEW),154.43024
1579,HOUSTON,KROGER CO,8185,2.7061701,KROGER CO,HOUSTON,24.006107
1583,DETROIT,KROGER CO,4439,2.738905,KROGER CO,DETROIT,19.173382
1588,DALLAS/FT. WORTH,KROGER CO,1846,3.6083419,KROGER CO,DALLAS/FT. WORTH,7.3426771
1600,ATLANTA,KROGER CO,3641,3.3858831,KROGER CO,ATLANTA,18.325085
1602,CINCINNATI,KROGER CO,6429,2.653445,KROGER CO,CINCINNATI,50.783127
1603,INDIANAPOLIS,KROGER CO,3237,2.653074,KROGER CO,INDIANAPOLIS,14.067964
1614,NASHVILLE,KROGER CO,3092,2.6536219,KROGER CO,NASHVILLE,20.281242
1633,LOUISVILLE,KROGER CO,2666,2.7059259,KROGER CO,LOUISVILLE,9.3341084
1638,"COLUMBUS,OH",KROGER CO,2504,2.786741,KROGER CO,"COLUMBUS,OH",13.328957
1660,ROANOKE (NEW),KROGER CO,4551,2.5251589,KROGER CO,ROANOKE (NEW),40.804367
1667,HOUSTON,KROGER CO,7434,2.743207,KROGER CO,HOUSTON,39.948605
1671,DETROIT,KROGER CO,4411,2.75017,KROGER CO,DETROIT,21.236406
1676,DALLAS/FT. WORTH,KROGER CO,1851,3.5980549,KROGER CO,DALLAS/FT. WORTH,33.647083
1688,ATLANTA,KROGER CO,3237,3.405931,KROGER CO,ATLANTA,17.209345
1690,CINCINNATI,KROGER CO,6609,2.6531999,KROGER CO,CINCINNATI,526.85522
1691,INDIANAPOLIS,KROGER CO,3264,2.6534929,KROGER CO,INDIANAPOLIS,20.001122
1702,NASHVILLE,KROGER CO,4485,2.046154,KROGER CO,NASHVILLE,17.350672
1721,LOUISVILLE,KROGER CO,2556,2.70892,KROGER CO,LOUISVILLE,13.944452
1726,"COLUMBUS,OH",KROGER CO,2568,2.786994,KROGER CO,"COLUMBUS,OH",9.5964575
1748,ROANOKE (NEW),KROGER CO,2707,2.765054,KROGER CO,ROANOKE (NEW),22.386087
1755,HOUSTON,KROGER CO,6911,2.7243519,KROGER CO,HOUSTON,28.400789
1759,DETROIT,KROGER CO,5246,2.728936,KROGER CO,DETROIT,23.335684
1764,DALLAS/FT. WORTH,KROGER CO,1624,3.7333741,KROGER CO,DALLAS/FT. WORTH,6.7680278
1776,ATLANTA,KROGER CO,3089,3.419553,KROGER CO,ATLANTA,13.841225
1778,CINCINNATI,KROGER CO,6292,2.6533689,KROGER CO,CINCINNATI,29.292597
1779,INDIANAPOLIS,KROGER CO,3722,2.6534121,KROGER CO,INDIANAPOLIS,205.75319
1790,NASHVILLE,KROGER CO,5106,2.0446529,KROGER CO,NASHVILLE,17.169924
1809,LOUISVILLE,KROGER CO,2917,2.7041481,KROGER CO,LOUISVILLE,12.035133
1814,"COLUMBUS,OH",KROGER CO,2445,2.786094,KROGER CO,"COLUMBUS,OH",11.59207
1836,ROANOKE (NEW),KROGER CO,3146,2.8979659,KROGER CO,ROANOKE (NEW),13.860514
1843,HOUSTON,KROGER CO,5579,2.8171721,KROGER CO,HOUSTON,17.316454
1847,DETROIT,KROGER CO,4947,2.7313521,KROGER CO,DETROIT,42.169353
